ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2716713,2,11/02/16 12:12,11/02/16 18:12,41.46981,-81.81104,41.4716,-81.81916,0.438,At McKinley Ave/Exit 164 - Accident.,,Northwest Fwy W,R,Lakewood,Cuyahoga,OH,44107,US,US/Eastern,KCLE,11/02/16 11:51,16,2.3,71,30.26,2,WNW,12.7,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716714,2,11/02/16 13:25,11/02/16 19:25,41.25666,-81.63157,41.25666,-81.63157,0,At OH-21/Brecksville Rd/Exit 145 - Accident.,,OH-21 N,R,Richfield,Summit,OH,44286,US,US/Eastern,KCLE,11/02/16 13:31,17.1,5,71,30.22,2,West,10.4,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716715,2,11/02/16 13:30,11/02/16 19:30,40.58919,-80.09885,40.58919,-80.09885,0,At I-279/Exit 72 - Accident.,2400, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,11/02/16 13:51,16,-1.7,54,30.21,10,West,21.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716716,2,11/02/16 13:56,11/02/16 19:56,41.06356,-81.49078,41.06203,-81.504711,0.733,Between Arlington St and I-77/OH-8/Exit 23 - Accident.,332, S Arlington St,R,Akron,Summit,OH,44306-1332,US,US/Eastern,KAKR,11/02/16 13:54,19,3.2,52,30.21,10,WNW,19.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2716717,2,11/02/16 13:56,11/02/16 19:56,41.06218,-81.50595,41.06247,-81.51023,0.224,At I-77/OH-8/Exit 23 - Accident.,,I-76 W,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,11/02/16 13:54,19,3.2,52,30.21,10,WNW,19.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716718,2,11/02/16 14:53,11/02/16 20:53,39.17736,-84.4873,39.1737,-84.49092,0.319,At OH-562/Exit 7 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,11/02/16 14:53,25,18.1,46,30.32,10,WNW,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716719,2,11/02/16 15:08,11/02/16 21:08,38.33956,-81.60992,38.34442,-81.61366,0.392,At US-114/Greenbrier St/Exit 99 - Accident.,,I-77 N,R,Charleston,Kanawha,WV,25311,US,US/Eastern,KCRW,11/02/16 14:54,23,15.8,42,30.26,10,West,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716720,2,11/02/16 15:34,11/02/16 21:34,41.47889,-81.6934,41.4743,-81.69724,0.374,At I-71/I-90/OH-176/Exit 170 - Accident. in the right lane.,,I-71 S,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,11/02/16 15:53,19.9,3.2,60,30.26,9,NW,23,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716721,2,11/02/16 16:56,11/02/16 22:56,40.58919,-80.09885,40.58919,-80.09885,0,At I-279/Exit 72 - Accident.,2400, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,11/02/16 16:51,17.1,1.5,50,30.27,10,West,17.3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716722,2,11/02/16 17:02,11/02/16 23:02,41.41119,-81.64414,41.41367,-81.64345,0.175,Ramp to Exit 155 - Accident.,,I-77 N,R,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,11/02/16 16:53,19.9,6.2,60,30.27,9,WNW,15,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716723,2,11/02/16 17:15,11/02/16 23:15,39.24907,-84.44562,39.25414,-84.44331,0.371,At OH-126/Exit 14 - Accident. in the middle lane.,,I-75 N,R,Cincinnati,Hamilton,OH,45215,US,US/Eastern,KLUK,11/02/16 16:53,25,18.1,41,30.35,10,WNW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716724,2,11/02/16 17:15,11/02/16 23:15,39.28775,-84.40073,39.29005,-84.39123,0.532,At US-42/Exit 46 - Accident. in the middle lane.,,I-275 E,R,Cincinnati,Hamilton,OH,45241,US,US/Eastern,KHAO,11/02/16 16:53,25,19.3,41,30.35,10,NW,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716725,2,11/02/16 17:16,11/02/16 23:16,41.47379,-81.89631,41.46866,-81.95449,3.033,Between OH-252/Columbia Rd/Exit 159 and Crocker Rd/Exit 156 - Accident.,,Northwest Fwy W,R,Westlake,Cuyahoga,OH,44145,US,US/Eastern,KCLE,11/02/16 17:22,18,7.7,65,30.27,2.5,WNW,8.1,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716726,2,11/02/16 17:16,11/02/16 23:16,41.54941,-81.60676,41.5525,-81.60025,0.399,At Eddy Rd/Exit 178 - Accident. in the right lane.,,OH-283 W,R,Cleveland,Cuyahoga,OH,44108,US,US/Eastern,KBKL,11/02/16 16:53,19.9,6.2,60,30.27,9,WNW,15,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716727,2,11/02/16 18:01,12/02/16 0:01,39.03347,-84.603,39.01946,-84.62035,1.343,At KY-236/Exit 184 - Accident. in the left lane.,,I-75 S,R,Erlanger,Kenton,KY,41018,US,US/Eastern,KCVG,11/02/16 17:52,24.1,,42,30.32,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716728,2,11/02/16 18:34,12/02/16 0:34,39.74903,-84.20106,39.74733,-84.21301,0.646,At I-75 - Accident. in the middle lane.,,US-35 W,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,11/02/16 18:56,18,12.7,65,30.35,10,North,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716729,2,11/02/16 18:33,12/02/16 0:33,39.89473,-83.044,39.89642,-83.04687,0.192,Ramp to Exit 101 - Accident. in the left lane.,,Outerbelt E,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,11/02/16 18:35,16.5,9.4,70,30.29,10,WSW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2716730,2,11/02/16 19:11,12/02/16 1:11,39.19641,-84.47331,39.19334,-84.47698,0.289,At OH-4/Paddock Rd/Exit 9 - Accident. in the right lane.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,11/02/16 18:53,21,14.6,48,30.37,10,North,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2716731,2,11/02/16 19:12,12/02/16 1:12,39.22461,-84.45364,39.22518,-84.45309,0.049,At Davis St/Wyoming Ave/Exit 12 - Accident. in the right lane.,,I-75 S,R,Cincinnati,Hamilton,OH,45215,US,US/Eastern,KLUK,11/02/16 18:53,21,14.6,48,30.37,10,North,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2716732,2,11/02/16 19:16,12/02/16 1:16,39.15306,-84.44283,39.15524,-84.44117,0.175,At OH-561/Exit 6 - Accident. in the right lane.,,I-71 N,R,Cincinnati,Hamilton,OH,45209,US,US/Eastern,KLUK,11/02/16 18:53,21,14.6,48,30.37,10,North,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2716733,2,11/02/16 19:21,12/02/16 1:21,39.97262,-82.98368,39.97033,-82.98413,0.16,At I-670/Spring St/Long St/Exit 109A - Accident. in the right lane.,,North Fwy S,R,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,11/02/16 19:51,17.1,11.7,62,30.35,10,SW,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2716734,4,11/02/16 19:57,12/02/16 1:57,40.535447,-80.03596,40.529455,-80.03507,0.417,Closed at Perry Ln - Road closed due to accident.,948, Perry Hwy,R,Pittsburgh,Allegheny,PA,15237-2107,US,US/Eastern,KPIT,11/02/16 19:51,12.9,3.8,51,30.33,10,West,5.8,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716735,4,11/02/16 19:57,12/02/16 1:57,40.529455,-80.03507,40.535447,-80.03596,0.417,Closed at Schars Ln - Road closed due to accident.,770, Perry Hwy,R,Pittsburgh,Allegheny,PA,15229-1160,US,US/Eastern,KPIT,11/02/16 19:51,12.9,3.8,51,30.33,10,West,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716736,2,11/02/16 19:58,12/02/16 1:58,41.49647,-81.67733,41.49495,-81.68196,0.262,At I-77/19th St/Exit 172 - Accident. in the right lane.,,I-90 W,R,Cleveland,Cuyahoga,OH,44115,US,US/Eastern,KBKL,11/02/16 19:53,19,8.2,68,30.3,9,SSW,9.2,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716737,2,11/02/16 20:09,12/02/16 2:09,41.0634,-81.49079,41.0634,-81.49079,0,At Arlington St - Accident. in the left lane.,,S Arlington St,R,Akron,Summit,OH,44306,US,US/Eastern,KAKR,11/02/16 19:54,9,2.4,73,30.31,10,SSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716738,2,11/02/16 20:58,12/02/16 2:58,39.74284,-84.20479,39.75052,-84.20541,0.532,At US-35/Albany St/Exit 52 - Accident. in the left lane.,,I-75 N,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,11/02/16 20:56,17.1,,68,30.35,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716739,2,12/02/16 10:07,12/02/16 19:07,41.46822,-81.9476,41.46866,-81.95449,0.358,At Crocker Rd/Exit 156 - Accident.,,Northwest Fwy W,R,Westlake,Cuyahoga,OH,44145,US,US/Eastern,KCLE,12/02/16 9:51,17.1,5,65,30.17,10,SSW,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716740,4,12/02/16 16:15,12/02/16 22:15,41.92479,-83.36026,41.96429,-83.35018,2.778,Closed between M-50/Dixie Hwy/Exit 15 and Nadeau Rd/Exit 18 - Road closed due to accident.,,Detroit Toledo Expy N,R,Monroe,Monroe,MI,48162,US,US/Eastern,KTTF,12/02/16 16:15,23,9.2,66,29.96,10,WNW,17.3,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716741,4,12/02/16 19:29,13/02/16 1:29,41.184738,-80.432713,41.19189,-80.24637,9.702,Closed at US-19/Exit 15 - Road closed due to accident.,,I-80 E,R,West Middlesex,Mercer,PA,16159,US,US/Eastern,KUCP,12/02/16 19:51,17.6,9.3,86,29.94,9,SW,5.8,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716742,4,12/02/16 22:22,13/02/16 4:22,40.27317,-85.5577,40.42642,-85.54938,10.598,Closed between US-35/IN-28/Exit 45 and IN-26/Exit 55 - Road closed due to accident.,,I-69 N,R,Gaston,Delaware,IN,47342,US,US/Eastern,KMIE,12/02/16 21:53,16,2.9,59,30.28,10,NW,11.5,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716743,4,12/02/16 22:26,13/02/16 4:26,39.98264,-85.14302,39.97527,-85.14018,0.531,Closed between US-35 and Charles Rd - Road closed due to accident.,10603, Purple Heart Memorial Hwy,R,Economy,Wayne,IN,47339,US,US/Eastern,KMIE,12/02/16 22:53,16,1.7,59,30.31,10,NW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716744,4,12/02/16 22:28,13/02/16 4:28,40.27317,-85.5577,40.42642,-85.54938,10.598,Closed between US-35/IN-28/Exit 45 and IN-26/Exit 55 - Road closed due to accident.,,I-69 N,R,Gaston,Delaware,IN,47342,US,US/Eastern,KMIE,12/02/16 22:53,16,1.7,59,30.31,10,NW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716745,4,12/02/16 22:28,13/02/16 4:28,40.42667,-85.54968,40.27678,-85.55806,10.366,Closed between IN-26/Exit 55 and US-35/IN-28/Exit 45 - Road closed due to accident.,,I-69 S,R,Fairmount,Grant,IN,46928,US,US/Eastern,KMZZ,12/02/16 22:35,15.3,0.2,57,30.29,10,NW,15,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716746,4,12/02/16 22:26,13/02/16 4:26,39.97527,-85.14018,39.98264,-85.14302,0.531,Closed between Charles Rd and US-35 - Road closed due to accident.,9609, N State Road 1,R,Hagerstown,Wayne,IN,47346-9786,US,US/Eastern,KMIE,12/02/16 22:53,16,1.7,59,30.31,10,NW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716747,2,12/02/16 23:04,13/02/16 5:04,39.09889,-84.52118,41.16722,-83.6497,150.138,Between I-71/US-50/Exit 1 and 8 Mile Rd/Exit 59 - Accident. in the left lane.,,I-75 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,12/02/16 23:14,19.9,6.7,71,30.32,2.5,NNW,13.8,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716748,2,12/02/16 23:04,13/02/16 5:04,38.88012,-84.62527,39.09875,-84.52119,16.107,Between I-71/Exit 173 and I-71/US-50/Exit 1 - Accident. in the left lane.,,I-75 N,R,Walton,Boone,KY,41094,US,US/Eastern,KCVG,12/02/16 22:52,19.9,3.9,68,30.29,10,NW,20.7,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716749,2,12/02/16 23:04,13/02/16 5:04,38.79256,-84.60423,38.879317,-84.62519,6.1,Between KY-80/Exit 41 and I-71/Exit 173 - Accident. in the left lane.,,I-75 N,R,Crittenden,Kenton,KY,41030,US,US/Eastern,KCVG,12/02/16 22:52,19.9,3.9,68,30.29,10,NW,20.7,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716750,4,13/02/16 4:56,13/02/16 10:56,39.74284,-84.20479,39.77093,-84.1928,2.043,Closed between US-35/Albany St/Exit 52 and OH-48/Grand Ave/Exit 54 - Road closed due to accident.,,I-75 N,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,13/02/16 4:56,10,-6.5,67,30.44,10,NNW,15,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716751,3,13/02/16 7:14,13/02/16 13:14,40.484222,-80.137554,40.503456,-80.139196,1.332,At Coraopolis Rd - Accident.,5, Forest Grove Rd,L,Coraopolis,Allegheny,PA,15108-3485,US,US/Eastern,KPIT,13/02/16 6:51,6.1,-12.2,63,30.32,10,WNW,16.1,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716752,3,13/02/16 9:13,13/02/16 15:13,41.20104,-80.06859,41.19661,-80.16752,5.152,Between PA-173/Exit 24 and I-79/Exit 19 - Accident.,,I-80 W,R,Grove City,Mercer,PA,16127,US,US/Eastern,KUCP,13/02/16 8:56,7,-7.5,73,30.41,10,WNW,10.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716753,4,13/02/16 16:00,13/02/16 22:00,39.05528,-84.39072,39.058008,-84.35856,1.736,Closed between US-52/Exit 71 and Five Mile Rd/Exit 69 - Road closed due to accident.,,I-275 E,R,Cincinnati,Hamilton,OH,45230,US,US/Eastern,KLUK,13/02/16 15:53,19.9,8.6,42,30.57,10,North,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716754,4,13/02/16 18:06,14/02/16 0:06,41.623325,-83.692226,41.669943,-83.693369,3.222,Closed at US-20/OH-120/Central/Exit 13 - Road closed due to accident.,,I-475 N,R,Holland,Lucas,OH,43528,US,US/Eastern,KTOL,13/02/16 17:52,15.1,4.2,68,30.5,10,West,8.1,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716755,3,13/02/16 18:48,14/02/16 0:48,40.53024,-80.00957,40.53024,-80.00957,0,At Siebert Rd - Accident.,4875, McKnight Rd,L,Pittsburgh,Allegheny,PA,15237-3405,US,US/Eastern,KPIT,13/02/16 18:51,7,-7.5,67,30.5,10,WNW,10.4,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-2716756,3,13/02/16 18:48,14/02/16 0:48,40.53024,-80.00957,40.53024,-80.00957,0,At Siebert Rd - Accident.,4875, McKnight Rd,L,Pittsburgh,Allegheny,PA,15237-3405,US,US/Eastern,KPIT,13/02/16 18:51,7,-7.5,67,30.5,10,WNW,10.4,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-2716757,4,13/02/16 22:20,14/02/16 4:20,40.06527,-82.99591,40.04638,-82.99752,1.308,Closed between Morse Rd/Exit 116 and Cooke Rd/Exit 115 - Road closed due to accident.,,North Fwy S,R,Columbus,Franklin,OH,43229,US,US/Eastern,KOSU,13/02/16 21:53,8.1,-4.3,70,30.53,10,West,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716758,4,14/02/16 3:58,14/02/16 9:58,40.43954,-80.00971,40.4342,-79.99635,0.794,Closed between I-279/Exit 70C and Grant St/Exit 71A - Road closed due to accident.,,Parkway East,R,Pittsburgh,Allegheny,PA,15222,US,US/Eastern,KAGC,14/02/16 3:53,5,-8.1,80,30.5,10,West,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716759,4,14/02/16 5:26,14/02/16 11:26,41.422004,-81.730092,41.4258,-81.75658,1.397,Closed between Ridge Rd/Exit 15 and Tiedeman Rd/Exit 13 - Road closed due to accident.,,Outerbelt South Fwy W,R,Cleveland,Cuyahoga,OH,44129,US,US/Eastern,KCLE,14/02/16 5:51,3,-4.4,84,30.55,10,SSW,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716760,4,14/02/16 16:30,14/02/16 22:30,39.3638,-85.51659,39.45279,-85.628,8.554,Closed between US-421/Exit 132 and US-421/Exit 123 - Road closed due to accident.,,I-74 W,R,Greensburg,Decatur,IN,47240,US,US/Eastern,KBAK,14/02/16 16:50,17.6,5.7,100,30.15,0.8,ESE,10.4,,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716761,4,14/02/16 16:38,14/02/16 22:38,39.82083,-85.7749,39.84037,-85.55421,11.787,Closed between IN-9/Exit 104 and IN-109/Exit 115 - Road closed due to accident.,,I-70 E,R,Greenfield,Hancock,IN,46140,US,US/Eastern,KMQJ,14/02/16 16:35,17.6,5.7,86,30.16,1,SE,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716762,3,14/02/16 17:40,14/02/16 23:40,40.0366,-85.72562,40.03833,-85.71948,0.346,At IN-67/IN-9/Exit 22 - Accident.,,I-69 N,R,Anderson,Madison,IN,46013,US,US/Eastern,KAID,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716763,4,14/02/16 18:02,15/02/16 0:02,39.855691,-84.290792,39.864781,-84.202359,4.732,Closed between Hoke Rd/Exit 26 and I-75/Exit 33 - Road closed due to accident.,,I-70 E,R,Englewood,Montgomery,OH,45322,US,US/Eastern,KDAY,14/02/16 17:56,15.1,-0.1,88,30.25,0.8,East,15,0.03,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716764,3,14/02/16 18:03,15/02/16 0:03,40.049152,-85.682047,40.03744,-85.72343,2.334,At IN-67/IN-9/Exit 22 - Accident.,,IN-9 S,R,Anderson,Madison,IN,46013,US,US/Eastern,KAID,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716765,4,14/02/16 18:25,15/02/16 0:25,39.83939,-85.55752,39.82115,-85.77004,11.347,Closed between IN-109/Exit 115 and IN-9/Exit 104 - Road closed due to accident.,,I-70 W,R,Knightstown,Henry,IN,46148,US,US/Eastern,KMQJ,14/02/16 18:35,17.6,4.3,79,30.12,10,ESE,12.7,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716766,4,15/02/16 2:01,15/02/16 8:01,40.13386,-80.00666,40.12519,-79.95815,2.632,Closed between PA-917/Exit 32 and PA-481/Exit 35 - Road closed due to accident.,,I-70 W,R,Bentleyville,Washington,PA,15314,US,US/Eastern,KAFJ,15/02/16 1:55,19.4,11.5,74,30.15,10,ESE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716767,4,15/02/16 3:06,15/02/16 9:06,40.43954,-80.00971,40.4342,-79.99635,0.794,Closed between I-279/Exit 70C and Grant St/Exit 71A - Road closed due to accident.,,Parkway East,R,Pittsburgh,Allegheny,PA,15222,US,US/Eastern,KAGC,15/02/16 2:53,21.9,11.7,63,30.21,10,SE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716768,4,15/02/16 4:32,15/02/16 10:32,40.13386,-80.00666,40.12519,-79.95815,2.632,Closed between PA-917/Exit 32 and PA-481/Exit 35 - Road closed due to accident.,,I-70 W,R,Bentleyville,Washington,PA,15314,US,US/Eastern,KAFJ,15/02/16 4:35,19.4,14.3,86,30.1,10,ESE,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
